time_seconds,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,CG1,CG2,CG3,CG4,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9,AH10,PH1,PH2,PH3,PH4,BO1,BO2,BO3,BO4
0.3722,5331150.0000,5151975.0000,4487380.0000,-4786112.0000,-4661699.5000,-2756173.2500,2198515.0000,-1824676.8750,-2829012.7500,424312.4062,-189241.6406,1361657.1250,6290825.0000,3497931.0000,-3161310.2500,-2325515.5000,-5328953.0000,1608354.7500,3439446.7500,-1202616.0000,2854603.2500,-8956046.0000,-2107528.5000,2982205.5000,8906139.0000,-2807214.0000,5217903.0000,3932842.0000,7744427.0000,-1336066.6250,6589626.5000,3384684.0000,-40372.3711,-5453365.0000,-5790979.5000,4353397.5000,-4915841.0000,-1792776.2500,-3735520.2500,2487215.0000,-7187692.0000,-2321262.2500,1212256.1250,1846545.6250,2086863.1250,-4107693.5000,-1229731.5000,-651268.0625,-4827051.0000,-3980091.2500,6963395.0000,327015.7188,-4766971.5000,791700.5000,5501817.5000,1662585.7500,-4332592.5000,5130708.0000,769370.1250,8528117.0000,-5070558.5000,14390.2510,-7088269.0000,4867528.5000,-2353162.7500,-5916455.0000,-8808772.0000,6233404.0000,-61639.4102,5062121.5000
0.3742,5357202.0000,5176963.5000,4507583.5000,-4773883.5000,-4648408.0000,-2738627.7500,2212338.7500,-1811385.0000,-2810935.7500,441326.0312,-171164.6562,1379202.3750,6306775.0000,3516008.0000,-3146423.2500,-2314350.5000,-5322573.0000,1614203.1250,3464967.2500,-1186665.7500,2876402.0000,-8940628.0000,-2092109.8750,2991775.5000,8916241.0000,-2792327.0000,5233853.0000,3939753.7500,7751338.5000,-1322774.7500,6610362.0000,3388937.5000,-29207.1777,-5444326.5000,-5773966.0000,4360309.5000,-4902549.0000,-1781079.3750,-3719038.2500,2518052.2500,-7170678.5000,-2309565.2500,1226611.3750,1858774.1250,2100686.7500,-4097591.5000,-1213781.2500,-629469.3125,-4806315.5000,-3962545.7500,6980408.5000,345092.6875,-4744109.5000,806055.7500,5516173.0000,1673219.2500,-4319300.5000,5145063.0000,782662.0000,8544068.0000,-5058861.5000,25555.4453,-7069660.0000,4883478.5000,-2345187.5000,-5906885.0000,-8789632.0000,6239252.5000,-51005.8906,5081262.0000
0.3762,5350290.0000,5161013.5000,4488975.0000,-4798340.5000,-4667548.0000,-2758299.7500,2190008.2500,-1829993.6250,-2825291.0000,423249.0625,-188178.2812,1365378.8750,6290825.0000,3497399.5000,-3165032.0000,-2328705.7500,-5353410.0000,1589746.1250,3452738.5000,-1206337.7500,2871085.2500,-8953920.0000,-2108591.7500,2974230.2500,8891252.0000,-2811467.5000,5213117.5000,3913701.7500,7727413.5000,-1339788.3750,6596538.5000,3371392.2500,-53132.5938,-5470379.0000,-5796828.0000,4332662.5000,-4927537.5000,-1802878.1250,-3739242.0000,2504228.7500,-7186097.0000,-2336680.7500,1198964.2500,1831658.6250,2077824.6250,-4120453.5000,-1231326.5000,-653926.4375,-4833431.0000,-3983281.2500,6959673.0000,324357.3438,-4760060.0000,781067.0000,5493311.0000,1654078.8750,-4337377.5000,5126986.0000,762990.0000,8530776.0000,-5074280.5000,9605.1670,-7085610.5000,4863806.5000,-2361138.0000,-5918581.5000,-8806645.0000,6223833.5000,-62171.0859,5079135.5000
0.3782,5334871.5000,5136556.5000,4461859.5000,-4828646.0000,-4691473.5000,-2784883.7500,2166082.7500,-1853919.0000,-2847089.7500,392411.8438,-213698.7344,1340390.1250,6273811.0000,3476132.2500,-3189489.0000,-2348909.2500,-5381589.0000,1556782.1250,3429345.0000,-1230263.1250,2861515.0000,-8971997.0000,-2124010.5000,2946583.0000,8864668.0000,-2834329.5000,5186534.0000,3887649.5000,7702424.5000,-1358397.0000,6583778.5000,3361290.2500,-81843.0938,-5506533.0000,-5831918.5000,4303420.0000,-4953058.0000,-1828930.2500,-3755724.0000,2486683.5000,-7210022.5000,-2361138.0000,1164937.0000,1800289.7500,2052304.1250,-4144910.7500,-1253656.8750,-681573.5625,-4856293.0000,-4004548.2500,6936811.0000,303090.2812,-4788770.5000,751824.8125,5466727.0000,1628558.3750,-4362898.0000,5102529.0000,733747.8125,8507914.0000,-5099269.0000,-15915.2783,-7107409.0000,4841476.0000,-2385595.0000,-5941975.5000,-8823127.0000,6206288.5000,-71209.5781,5071692.0000
0.3802,5377405.5000,5182280.5000,4498545.0000,-4796213.5000,-4651066.0000,-2743944.5000,2211275.2500,-1814043.3750,-2810404.0000,430692.5312,-178076.4375,1377607.3750,6312092.0000,3513349.7500,-3153335.0000,-2311160.2500,-5346498.5000,1586024.3750,3468157.2500,-1197830.8750,2903517.2500,-8933716.0000,-2086261.3750,2984332.0000,8896569.0000,-2801897.2500,5223219.5000,3933373.7500,7738578.5000,-1320648.0000,6632161.0000,3413394.5000,-50474.2148,-5477822.5000,-5798954.5000,4346486.0000,-4909992.5000,-1790117.8750,-3710531.5000,2527622.5000,-7170147.0000,-2325515.5000,1190457.5000,1831658.6250,2089521.5000,-4111415.0000,-1213249.5000,-652331.3750,-4814290.5000,-3966267.5000,6974028.5000,345624.3750,-4749426.5000,790637.1250,5503413.0000,1663117.3750,-4324085.5000,5142405.0000,767775.0625,8548853.0000,-5061520.0000,20238.6855,-7071255.0000,4878693.5000,-2347846.0000,-5902631.5000,-8778998.0000,6254671.0000,-28675.5020,5108909.0000
0.3822,5376874.0000,5181217.0000,4489506.5000,-4798872.0000,-4657446.5000,-2738096.2500,2201173.5000,-1817233.3750,-2813062.5000,421122.3438,-186051.5781,1363252.1250,6307307.0000,3497399.5000,-3165563.5000,-2315945.5000,-5349688.5000,1576985.8750,3468157.2500,-1202084.3750,2902985.7500,-8938501.0000,-2092109.8750,2982205.5000,8889657.0000,-2811999.0000,5223751.0000,3941348.7500,7733793.5000,-1319584.7500,6630034.0000,3415521.2500,-57386.0039,-5487924.0000,-5809588.0000,4342764.0000,-4914777.5000,-1796498.0000,-3717443.2500,2503697.0000,-7173868.5000,-2331364.0000,1180355.6250,1823683.5000,2081014.6250,-4120985.2500,-1222288.0000,-666686.6250,-4817481.0000,-3972116.0000,6966053.5000,338712.5938,-4751553.0000,786915.3750,5501817.5000,1660990.6250,-4323554.0000,5143468.0000,766711.7500,8552043.0000,-5062583.5000,18643.6582,-7073913.5000,4875503.5000,-2340402.5000,-5895188.0000,-8774213.0000,6267963.0000,-28675.5020,5111036.0000
0.3842,5367303.5000,5170583.5000,4484190.0000,-4802062.0000,-4669143.0000,-2743413.0000,2187881.5000,-1822550.1250,-2811467.5000,419527.3125,-192963.3750,1357403.7500,6295610.0000,3479854.0000,-3176728.7500,-2319135.5000,-5358727.0000,1566352.3750,3461245.5000,-1206869.3750,2883313.7500,-8950730.0000,-2101680.0000,2973698.5000,8886999.0000,-2821569.2500,5219498.0000,3934968.7500,7716248.0000,-1325964.8750,6624185.5000,3407014.5000,-65361.1406,-5486861.0000,-5814905.0000,4336384.0000,-4916904.0000,-1797561.3750,-3724886.7500,2494127.0000,-7184502.0000,-2338807.5000,1160683.6250,1817303.3750,2077292.8750,-4124707.0000,-1234516.5000,-675725.1250,-4820671.0000,-3979027.7500,6959673.0000,333927.5000,-4758465.0000,780535.3125,5493842.5000,1654078.8750,-4330465.5000,5138151.5000,754483.1875,8546194.0000,-5076938.5000,4820.0835,-7081888.5000,4871250.0000,-2349972.7500,-5904226.5000,-8785378.0000,6255734.0000,-43562.4297,5097212.5000
0.3862,5392292.5000,5186002.0000,4500140.0000,-4780263.5000,-4644686.0000,-2729589.2500,2194793.2500,-1803409.8750,-2793390.5000,439199.3438,-167974.5938,1382924.1250,6312092.0000,3488361.0000,-3158651.7500,-2297336.7500,-5350220.0000,1575922.5000,3479854.0000,-1187729.1250,2883313.7500,-8939564.0000,-2082008.0000,2994965.7500,8904012.0000,-2799770.5000,5240233.0000,3954109.0000,7732198.5000,-1305229.5000,6645984.5000,3432535.0000,-47284.1602,-5462935.5000,-5787789.5000,4359778.0000,-4896700.5000,-1778952.7500,-3706278.0000,2515394.0000,-7170678.5000,-2317540.5000,1174507.1250,1839102.1250,2100155.0000,-4103440.0000,-1215376.2500,-659243.1875,-4802594.0000,-3958292.5000,6981472.0000,354131.1875,-4744641.0000,793827.1875,5511388.0000,1671092.5000,-4312920.5000,5153570.0000,770965.1250,8570120.0000,-5054608.5000,26618.7969,-7068065.0000,4886137.0000,-2330832.2500,-5883491.0000,-8762516.0000,6275938.0000,-22295.3906,5112631.0000
0.3882,5380064.0000,5154101.5000,4467708.0000,-4813759.0000,-4674460.0000,-2760426.5000,2156512.7500,-1828398.6250,-2816252.5000,416337.2812,-186583.2656,1362188.7500,6280723.0000,3441041.7500,-3185767.2500,-2318072.2500,-5378399.0000,1556782.1250,3451143.5000,-1214312.8750,2846096.2500,-8969870.0000,-2109123.5000,2967318.5000,8877428.0000,-2825822.7500,5221093.0000,3929652.0000,7702956.0000,-1329154.8750,6622059.0000,3403824.5000,-72804.6016,-5483139.0000,-5792043.0000,4335852.5000,-4919031.0000,-1807663.2500,-3734456.7500,2487746.7500,-7202047.5000,-2346251.0000,1146860.0000,1817303.3750,2075166.2500,-4127365.5000,-1244086.7500,-687953.6875,-4831304.5000,-3982749.5000,6955420.0000,327015.7188,-4768035.0000,768306.7500,5487994.0000,1644508.7500,-4338972.5000,5131239.5000,743318.0000,8548321.0000,-5079597.0000,2161.7039,-7102624.0000,4856895.0000,-2354757.7500,-5906885.0000,-8791227.0000,6248291.0000,-39840.6953,5074350.5000
0.3902,5399204.5000,5165798.5000,4482063.5000,-4799935.5000,-4661168.0000,-2743944.5000,2167677.7500,-1812980.0000,-2798707.2500,436009.2812,-163721.1875,1376544.0000,6297205.0000,3450080.2500,-3168222.0000,-2298400.2500,-5367233.5000,1578049.2500,3463903.7500,-1197299.2500,2857793.2500,-8954983.0000,-2089983.1250,2984863.7500,8890720.0000,-2811999.0000,5246613.5000,3945070.5000,7719438.0000,-1312141.2500,6640136.0000,3393722.5000,-62702.7617,-5467720.5000,-5745255.5000,4356587.5000,-4897764.0000,-1796498.0000,-3720101.5000,2503697.0000,-7187692.0000,-2329769.0000,1177165.5000,1840697.1250,2099623.2500,-4105035.0000,-1224946.3750,-668281.6875,-4811100.5000,-3962545.7500,6978282.0000,345092.6875,-4748363.0000,785852.0625,5501286.0000,1660990.6250,-4321959.0000,5146126.5000,755546.5000,8564803.0000,-5065773.5000,14390.2510,-7089332.0000,4872845.0000,-2344656.0000,-5895188.0000,-8793354.0000,6252544.0000,-29207.1777,5073287.0000
0.3922,5402926.0000,5170583.5000,4482595.0000,-4797809.0000,-4656914.5000,-2739159.5000,2175653.0000,-1808726.6250,-2794985.5000,446111.1250,-154151.0312,1381860.7500,6301458.5000,3456992.0000,-3160778.5000,-2284576.5000,-5360322.0000,1589214.3750,3464967.2500,-1195172.5000,2864173.2500,-8943286.0000,-2078818.0000,3000282.5000,8892847.0000,-2796048.7500,5259905.0000,3957830.7500,7729540.0000,-1305229.5000,6653959.5000,3407014.5000,-65361.1406,-5468784.0000,-5717608.0000,4364031.0000,-4892979.0000,-1791713.0000,-3721696.7500,2508482.2500,-7186629.0000,-2324984.0000,1182482.3750,1846545.6250,2106003.5000,-4098123.2500,-1224946.3750,-663496.5625,-4811100.5000,-3963077.5000,6976155.0000,346156.0312,-4737729.5000,789573.8125,5510856.0000,1669497.5000,-4315047.0000,5151443.5000,759268.2500,8569056.0000,-5064710.0000,18111.9824,-7086142.0000,4879225.0000,-2336680.7500,-5887744.5000,-8785910.0000,6262114.5000,-15383.6025,5075945.5000
0.3942,5369962.0000,5136556.5000,4456543.0000,-4830241.0000,-4685093.5000,-2769465.0000,2139499.0000,-1835842.0000,-2819442.5000,416868.9375,-182861.5312,1351023.6250,6264241.0000,3423496.5000,-3187362.2500,-2310628.7500,-5387437.5000,1563162.2500,3432003.2500,-1231326.5000,2821639.2500,-8974123.0000,-2106996.7500,2975293.5000,8864668.0000,-2813594.2500,5232258.0000,3930183.5000,7701361.0000,-1332344.8750,6627907.5000,3390532.5000,-94071.6406,-5492177.5000,-5734622.0000,4340106.0000,-4921157.5000,-1824145.1250,-3753065.5000,2485620.0000,-7214807.5000,-2354757.7500,1149518.3750,1818366.7500,2075697.8750,-4128428.7500,-1257378.6250,-692207.0625,-4846191.5000,-3989129.7500,6942128.0000,317445.5312,-4769630.0000,759799.9375,5478424.0000,1641318.6250,-4344821.0000,5121138.0000,728431.0625,8536624.0000,-5096610.5000,-17510.3066,-7115384.0000,4850514.5000,-2367518.0000,-5917518.5000,-8808772.0000,6248291.0000,-42499.0742,5049361.5000
0.3962,5389102.5000,5157823.5000,4483658.5000,-4798340.5000,-4662231.5000,-2752983.0000,2155981.0000,-1811916.6250,-2788605.2500,442921.0625,-159999.4688,1379202.3750,6280191.5000,3442105.0000,-3169285.2500,-2286171.5000,-5360853.5000,1585492.6250,3451675.2500,-1218566.2500,2834399.5000,-8954983.0000,-2087324.7500,2996029.0000,8883277.0000,-2785415.2500,5250335.0000,3946665.5000,7726881.5000,-1312141.2500,6651301.0000,3409672.7500,-74931.3125,-5458150.5000,-5712291.5000,4365094.5000,-4897764.0000,-1806599.8750,-3734456.7500,2520179.0000,-7196199.0000,-2328174.0000,1176102.2500,1839633.7500,2099091.7500,-4106630.0000,-1235579.8750,-663496.5625,-4822797.5000,-3967331.0000,6959141.5000,339244.2500,-4757401.5000,777876.9375,5494906.0000,1659927.3750,-4325149.0000,5140278.0000,748634.7500,8561081.0000,-5073217.0000,8541.8154,-7098370.5000,4870718.5000,-2345187.5000,-5893061.0000,-8779530.0000,6272748.0000,-18573.6582,5080730.5000
0.3982,5404521.0000,5167925.0000,4493228.5000,-4784517.0000,-4652129.5000,-2747134.7500,2166614.5000,-1805004.8750,-2770528.5000,451959.5625,-147770.9219,1385050.8750,6289761.5000,3451143.5000,-3167158.7500,-2279791.5000,-5355005.0000,1597721.2500,3456992.0000,-1215376.2500,2843438.0000,-8948071.0000,-2082539.7500,3004004.0000,8892315.0000,-2779566.7500,5248208.5000,3947197.2500,7744427.0000,-1302571.1250,6660339.5000,3417116.2500,-69614.5469,-5448048.5000,-5723988.5000,4369879.5000,-4888193.5000,-1807131.5000,-3731798.5000,2522305.7500,-7197794.0000,-2322325.5000,1178228.8750,1849735.6250,2106535.0000,-4105566.7500,-1231858.1250,-661369.8750,-4821202.5000,-3966799.2500,6958610.0000,339775.9375,-4757933.0000,777876.9375,5493842.5000,1660990.6250,-4322490.5000,5141341.5000,750761.4375,8571183.0000,-5070558.5000,13326.8984,-7093585.5000,4873377.0000,-2333490.7500,-5880832.5000,-8755605.0000,6289230.0000,-7408.4634,5103061.0000
0.4002,5388571.0000,5154101.5000,4476746.5000,-4806315.5000,-4673396.5000,-2769465.0000,2143220.7500,-1831588.6250,-2790200.5000,439731.0000,-168506.2812,1360593.7500,6272216.0000,3430408.2500,-3190552.5000,-2302653.5000,-5386374.0000,1575922.5000,3424559.7500,-1237706.6250,2823766.0000,-8971465.0000,-2110186.7500,2969976.7500,8869985.0000,-2809872.5000,5212586.0000,3912106.7500,7730071.5000,-1322243.1250,6643326.0000,3388937.5000,-95666.6719,-5470910.5000,-5761737.5000,4349144.5000,-4909992.5000,-1831057.0000,-3752002.2500,2486683.5000,-7224909.5000,-2347314.2500,1158556.8750,1828468.6250,2085268.1250,-4125238.7500,-1256315.2500,-681573.5625,-4843001.0000,-3989129.7500,6932557.5000,319040.5625,-4782390.0000,750761.4375,5468322.0000,1638128.6250,-4345884.0000,5117947.5000,730557.7500,8549916.0000,-5093420.5000,-9003.4912,-7114852.5000,4852641.5000,-2354226.0000,-5899441.5000,-8773150.0000,6269026.0000,-33460.5859,5087110.5000
0.4022,5410369.5000,5185470.5000,4502798.5000,-4786112.0000,-4645218.0000,-2745008.0000,2166082.7500,-1808726.6250,-2768401.7500,465251.4688,-148834.2656,1377075.7500,6290825.0000,3456992.0000,-3166095.2500,-2278196.5000,-5368297.0000,1595062.8750,3442636.7500,-1216439.6250,2843969.7500,-8951793.0000,-2087856.5000,2991244.0000,8891784.0000,-2794453.7500,5228004.5000,3932842.0000,7764099.0000,-1293532.6250,6672568.0000,3397444.2500,-76526.3359,-5438478.5000,-5751635.5000,4374664.5000,-4878623.5000,-1811385.0000,-3722228.2500,2503165.2500,-7205237.5000,-2329237.2500,1180887.2500,1851330.6250,2114510.2500,-4101845.0000,-1230263.1250,-653926.4375,-4821734.0000,-3968394.2500,6955420.0000,339244.2500,-4758465.0000,775750.1875,5491184.0000,1660990.6250,-4322490.5000,5139214.5000,755546.5000,8578626.0000,-5073748.5000,10136.8428,-7091459.0000,4876035.0000,-2331895.7500,-5879769.5000,-8748161.0000,6299331.5000,-13256.8984,5116884.5000
0.4042,5399736.0000,5170583.5000,4495887.0000,-4806315.5000,-4654256.5000,-2762021.5000,2152259.2500,-1822018.5000,-2796580.5000,449832.8438,-162657.8438,1357403.7500,6280723.0000,3445295.2500,-3178323.7500,-2288298.2500,-5393286.0000,1575922.5000,3421901.5000,-1230794.8750,2831209.5000,-8961895.0000,-2102743.5000,2975825.2500,8873175.0000,-2812530.7500,5207269.5000,3912638.2500,7751338.5000,-1304166.1250,6673631.5000,3375645.5000,-89286.5625,-5452833.5000,-5769180.5000,4356587.5000,-4889257.0000,-1820423.5000,-3720101.5000,2498912.0000,-7222251.0000,-2352099.5000,1158025.2500,1846545.6250,2104940.0000,-4109820.0000,-1235048.2500,-660838.1875,-4833431.0000,-3976901.0000,6949039.5000,328610.7500,-4768035.0000,763521.6875,5483209.0000,1651420.5000,-4332592.5000,5131239.5000,748103.0625,8567993.0000,-5085977.0000,-2623.3796,-7097839.0000,4864338.5000,-2343592.5000,-5891998.0000,-8756136.0000,6286571.5000,-19637.0098,5116884.5000
0.4062,5396546.0000,5159950.0000,4488443.5000,-4821734.0000,-4660104.5000,-2766275.0000,2143220.7500,-1827866.8750,-2810935.7500,439199.3438,-166379.5781,1348365.2500,6273279.5000,3442636.7500,-3178855.5000,-2288830.0000,-5407641.0000,1557845.5000,3404887.7500,-1232921.5000,2820576.0000,-8968275.0000,-2110186.7500,2968381.7500,8858820.0000,-2822632.5000,5192382.5000,3909980.0000,7744427.0000,-1307887.8750,6674695.0000,3361290.2500,-96730.0234,-5457618.5000,-5781941.0000,4351271.0000,-4888193.5000,-1822550.1250,-3706809.7500,2511672.2500,-7227036.0000,-2366454.7500,1147391.7500,1847077.2500,2106535.0000,-4108756.7500,-1233984.8750,-664559.9375,-4833962.5000,-3980622.7500,6947976.5000,328079.0625,-4772820.0000,758204.8750,5480019.0000,1643977.0000,-4338972.5000,5121669.5000,743318.0000,8571183.0000,-5091294.0000,-5281.7593,-7101560.5000,4859021.5000,-2347314.2500,-5894656.5000,-8768896.0000,6277001.5000,-22827.0664,5114757.5000
0.4082,5408774.5000,5165798.5000,4493228.5000,-4815886.0000,-4652661.0000,-2749793.0000,2157576.0000,-1819891.7500,-2804555.7500,445579.4375,-161062.8125,1356872.0000,6282849.5000,3460713.7500,-3170348.7500,-2271816.2500,-5399666.0000,1551997.1250,3408609.5000,-1225478.1250,2832272.7500,-8959236.0000,-2100616.7500,2973167.0000,8867858.0000,-2809872.5000,5198762.5000,3915828.2500,7752933.5000,-1294064.2500,6693303.5000,3360227.0000,-89818.2344,-5444858.5000,-5777687.5000,4359778.0000,-4876497.0000,-1807663.2500,-3689796.0000,2534534.2500,-7216402.5000,-2362733.0000,1145265.0000,1865685.8750,2116637.0000,-4101313.2500,-1219629.6250,-651268.0625,-4818012.5000,-3964141.0000,6964458.5000,342966.0000,-4756338.0000,768838.4375,5493311.0000,1653015.5000,-4328339.0000,5131239.5000,756078.1875,8584475.0000,-5076407.0000,9073.4912,-7091990.5000,4871781.5000,-2337212.5000,-5884554.5000,-8763048.0000,6293483.0000,-10066.8428,5136556.5000
0.4102,5382190.5000,5149316.5000,4472493.0000,-4837153.0000,-4675523.5000,-2767870.0000,2145879.2500,-1837437.1250,-2829544.5000,412083.8750,-178608.1250,1343580.1250,6261582.5000,3450080.2500,-3182045.5000,-2289361.7500,-5419869.5000,1531261.7500,3386279.2500,-1241960.0000,2820044.2500,-8977313.0000,-2116035.2500,2959875.0000,8848718.0000,-2825291.0000,5175900.5000,3896156.2500,7741237.0000,-1299381.0000,6685860.0000,3334175.0000,-102046.7812,-5471974.0000,-5805334.5000,4345422.5000,-4888193.5000,-1820955.1250,-3698303.0000,2508482.2500,-7238201.5000,-2383468.2500,1116554.5000,1855584.1250,2100686.7500,-4115668.5000,-1233984.8750,-664028.2500,-4832899.5000,-3981154.5000,6948508.0000,324357.3438,-4775478.5000,752888.1250,5478424.0000,1635470.2500,-4345352.5000,5113162.5000,736937.8750,8573841.0000,-5091825.5000,-8471.8154,-7104750.5000,4855831.5000,-2351036.0000,-5897314.5000,-8760390.0000,6288698.0000,-22827.0664,5131771.5000
0.4122,5381659.0000,5158355.0000,4482595.0000,-4837153.0000,-4667548.0000,-2762553.2500,2165019.5000,-1828398.6250,-2833266.2500,406767.0938,-166379.5781,1352618.6250,6275406.0000,3469752.2500,-3158651.7500,-2277133.0000,-5413489.5000,1530198.3750,3404356.0000,-1229731.5000,2822171.0000,-8964022.0000,-2100085.0000,2977952.0000,8856161.0000,-2825291.0000,5186534.0000,3904663.2500,7756124.0000,-1282899.1250,6708722.0000,3343745.0000,-90881.5859,-5469847.0000,-5804271.5000,4357651.0000,-4873307.0000,-1804473.1250,-3684479.2500,2512735.5000,-7230758.0000,-2380810.0000,1118681.2500,1870471.0000,2112915.2500,-4099186.5000,-1218034.6250,-645951.2500,-4822797.5000,-3971584.2500,6959141.5000,336585.8750,-4765908.0000,761926.6250,5487994.0000,1641850.3750,-4337377.5000,5121669.5000,747039.6875,8588197.0000,-5076407.0000,4820.0835,-7091459.0000,4864870.0000,-2337212.5000,-5880832.5000,-8747629.0000,6308370.0000,-11661.8711,5153570.0000
0.4142,5399204.5000,5180685.5000,4505457.0000,-4814822.5000,-4644686.0000,-2734374.5000,2190008.2500,-1803409.8750,-2818911.0000,418995.6562,-142985.8281,1387709.2500,6295610.0000,3486234.2500,-3133663.0000,-2254802.7500,-5399666.0000,1537110.1250,3430940.0000,-1201021.0000,2844501.2500,-8941159.0000,-2079349.6250,3008789.2500,8872643.0000,-2813594.2500,5210459.5000,3925398.5000,7775796.0000,-1252061.8750,6732647.5000,3364480.5000,-71741.2500,-5456555.5000,-5782472.5000,4383171.5000,-4845128.0000,-1778421.0000,-3667997.5000,2536129.2500,-7204706.0000,-2364328.0000,1134631.5000,1893864.7500,2136840.7500,-4078451.2500,-1195172.5000,-625215.9375,-4801530.5000,-3947127.2500,6977750.0000,359979.6250,-4748363.0000,782130.3125,5509261.0000,1660990.6250,-4318237.0000,5138151.5000,768838.4375,8611590.0000,-5053545.0000,27682.1484,-7069128.5000,4888263.5000,-2313287.0000,-5854249.0000,-8726894.0000,6342397.5000,20238.6855,5182812.0000
0.4162,5382722.5000,5149848.5000,4473025.0000,-4841938.0000,-4671270.0000,-2757236.5000,2162892.7500,-1826803.6250,-2856660.0000,382841.6875,-168506.2812,1366973.8750,6266367.5000,3443700.2500,-3163437.0000,-2280854.7500,-5436351.5000,1503082.8750,3402761.0000,-1226009.7500,2824829.2500,-8973060.0000,-2108060.2500,2987522.2500,8840743.0000,-2846026.2500,5181749.0000,3900941.5000,7747617.0000,-1268543.8750,6710849.0000,3351188.5000,-101515.1094,-5491114.0000,-5807461.5000,4357119.5000,-4866395.0000,-1802346.5000,-3693517.7500,2498912.0000,-7232353.0000,-2397291.7500,1100072.5000,1865154.2500,2110788.5000,-4097591.5000,-1219629.6250,-653394.7500,-4830772.5000,-3979559.5000,6945849.5000,327015.7188,-4782922.0000,756609.8750,5482677.5000,1632280.1250,-4345352.5000,5107846.0000,742786.3125,8588197.0000,-5080660.5000,-2623.3796,-7097307.5000,4860616.5000,-2334022.5000,-5878174.5000,-8757731.0000,6310497.0000,5351.7593,5156228.5000
0.4182,5408774.5000,5180154.0000,4506520.5000,-4809505.5000,-4643091.0000,-2723209.2500,2186818.2500,-1799688.1250,-2834329.5000,416337.2812,-137669.0781,1392494.3750,6294546.5000,3459650.5000,-3142701.5000,-2256929.5000,-5406046.0000,1520096.5000,3432535.0000,-1190387.5000,2857261.5000,-8950198.0000,-2081476.3750,3018891.0000,8866263.0000,-2825822.7500,5208332.5000,3931778.7500,7776327.5000,-1233453.2500,6743813.0000,3384152.5000,-75994.6641,-5462935.5000,-5776092.5000,4387425.0000,-4830772.5000,-1763002.5000,-3664275.7500,2518584.0000,-7208959.0000,-2373366.5000,1131441.3750,1895459.7500,2140562.5000,-4063564.2500,-1187197.3750,-625215.9375,-4802594.0000,-3955634.0000,6969243.5000,352004.4688,-4758465.0000,777345.2500,5506603.0000,1658864.0000,-4323022.0000,5130176.0000,767243.3750,8615312.0000,-5056735.0000,22365.3906,-7068597.0000,4887200.5000,-2309565.2500,-5849995.5000,-8730616.0000,6325915.5000,32467.2324,5179622.0000
0.4202,5415686.0000,5189724.0000,4511305.5000,-4806847.5000,-4643622.5000,-2722145.7500,2185223.2500,-1795434.6250,-2827949.5000,431224.1875,-124908.8516,1399406.1250,6298268.5000,3461777.0000,-3146955.0000,-2248422.5000,-5400197.5000,1526476.6250,3437851.7500,-1178158.8750,2868958.5000,-8941691.0000,-2074564.5000,3024207.7500,8867858.0000,-2827417.7500,5210991.0000,3935500.5000,7779517.5000,-1218566.2500,6750193.0000,3383089.0000,-76526.3359,-5469847.0000,-5767054.0000,4395932.0000,-4821734.0000,-1750773.8750,-3664807.2500,2509545.5000,-7213212.5000,-2373898.0000,1145796.6250,1902371.5000,2143220.7500,-4057715.7500,-1181880.6250,-627342.6250,-4801530.5000,-3951380.7500,6972965.0000,355726.2188,-4758465.0000,773091.8125,5501817.5000,1655142.2500,-4321959.0000,5125923.0000,766180.0625,8617970.0000,-5053545.0000,23428.7422,-7066470.0000,4887732.0000,-2307438.5000,-5847869.0000,-8729552.0000,6323257.0000,32467.2324,5180154.0000
0.4222,5381127.5000,5163672.0000,4482063.5000,-4843533.0000,-4678713.5000,-2760426.5000,2158107.7500,-1825740.2500,-2861445.0000,409425.4688,-147770.9219,1373354.0000,6272216.0000,3427218.2500,-3184172.2500,-2270753.0000,-5427313.0000,1504678.0000,3408077.7500,-1202084.3750,2845564.7500,-8967743.0000,-2101148.2500,2999750.7500,8837021.0000,-2855064.7500,5181749.0000,3920613.5000,7744958.5000,-1234516.5000,6723609.0000,3350656.7500,-111616.9531,-5508128.0000,-5783536.0000,4371474.5000,-4843533.0000,-1774699.3750,-3693517.7500,2474986.5000,-7240328.0000,-2405798.7500,1128251.3750,1871534.3750,2117700.2500,-4083768.0000,-1214844.5000,-658711.5000,-4832367.5000,-3983813.0000,6945849.5000,322230.6250,-4787707.0000,745976.3750,5473107.0000,1625368.3750,-4349606.0000,5099870.5000,734279.5000,8589260.0000,-5080660.5000,-1560.0278,-7095180.5000,4860616.5000,-2334022.5000,-5871262.5000,-8768896.0000,6299331.5000,2693.3796,5153038.5000
