time_seconds,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,CG1,CG2,CG3,CG4,AH1,AH2,AH3,AH4,AH5,AH6,AH7,AH8,AH9,AH10,PH1,PH2,PH3,PH4,BO1,BO2,BO3,BO4
1.1626,5245018.0000,5037664.5000,4370411.5000,-4829709.5000,-4612254.0000,-2637609.5000,2145879.2500,-1869337.6250,-3037961.5000,404108.7188,-237092.4688,1291475.8750,6248291.0000,3593101.0000,-3119307.7500,-2239384.0000,-5346498.5000,1486601.0000,3336833.2500,-1315863.0000,2900859.0000,-8950198.0000,-2078286.2500,2942329.7500,8898695.0000,-2827417.7500,5149848.5000,3847242.2500,7782707.5000,-1390297.6250,6573145.0000,3257081.7500,-77058.0156,-5376272.0000,-5772371.0000,4292255.0000,-4945083.0000,-1866679.2500,-3799321.2500,2443617.7500,-7202579.0000,-2316477.0000,1206407.7500,1768920.8750,2031568.7500,-4162456.0000,-1320116.3750,-698055.5000,-4939766.5000,-4065159.2500,6899594.0000,238757.5000,-4887662.0000,663566.5625,5415154.5000,1563162.2500,-4383101.5000,5081262.0000,661971.5625,8479735.0000,-5113624.5000,-43030.7539,-7099965.5000,4829779.5000,-2435572.5000,-5977597.5000,-8834293.0000,6037747.0000,-145644.2031,4960571.5000
1.1646,5265753.5000,5054146.5000,4389551.5000,-4807910.5000,-4586201.5000,-2610494.0000,2168209.5000,-1842222.1250,-3022542.7500,417932.2812,-217420.4688,1313806.2500,6281254.5000,3628191.7500,-3089534.0000,-2215458.7500,-5313003.0000,1498829.5000,3365012.0000,-1289279.1250,2934886.2500,-8917766.0000,-2052765.8750,2962533.5000,8930596.0000,-2807745.7500,5175900.5000,3862660.7500,7814076.5000,-1371157.2500,6591753.5000,3275158.7500,-49410.8633,-5348625.0000,-5746850.5000,4308205.0000,-4925942.5000,-1852855.6250,-3779117.7500,2449466.0000,-7182907.0000,-2289361.7500,1235118.2500,1786997.8750,2047519.1250,-4147037.5000,-1305229.5000,-679978.5625,-4914246.0000,-4039107.2500,6917139.0000,262682.9062,-4862673.0000,685897.0000,5437485.0000,1587087.7500,-4353859.5000,5106251.0000,696530.5000,8505255.0000,-5093952.5000,-21232.0371,-7076572.0000,4854768.0000,-2410052.0000,-5954735.5000,-8801860.0000,6054760.5000,-130225.6094,4978117.0000
1.1666,5228536.5000,5021714.5000,4352334.5000,-4841406.0000,-4628736.0000,-2654623.0000,2129928.7500,-1875186.1250,-3066672.0000,381778.3438,-255169.4531,1282969.1250,6256797.5000,3587784.2500,-3114522.7500,-2246296.0000,-5348625.0000,1458953.7500,3328326.5000,-1322243.1250,2904049.0000,-8945413.0000,-2080413.0000,2934886.2500,8899759.0000,-2852406.5000,5142405.0000,3825975.2500,7780581.0000,-1410501.2500,6552941.0000,3242195.0000,-85564.8281,-5386905.5000,-5777156.0000,4262481.0000,-4968477.0000,-1896984.7500,-3822183.5000,2395235.2500,-7216402.5000,-2328174.0000,1203749.3750,1750312.2500,2007643.3750,-4186913.0000,-1341915.1250,-720917.5625,-4952526.5000,-4082173.0000,6871415.0000,226528.9531,-4898295.5000,647616.3125,5399736.0000,1550933.7500,-4388418.5000,5075413.5000,669415.0000,8473355.0000,-5135423.0000,-60044.3828,-7117511.0000,4820209.0000,-2436104.2500,-5980788.0000,-8848648.0000,6016480.0000,-164784.5469,4938241.0000
1.1686,5256715.0000,5053083.0000,4376791.5000,-4805252.0000,-4599493.5000,-2628039.2500,2160766.0000,-1841690.5000,-3041683.0000,404108.7188,-231775.7188,1316464.6250,6291356.5000,3618089.7500,-3080495.5000,-2207483.5000,-5315661.0000,1485005.8750,3357037.0000,-1289279.1250,2940203.0000,-8908196.0000,-2042664.0000,2972103.5000,8928469.0000,-2823696.0000,5176963.5000,3854154.0000,7812481.5000,-1377005.7500,6583246.5000,3268247.0000,-57386.0039,-5353410.0000,-5740470.0000,4286938.0000,-4942424.5000,-1871464.3750,-3799321.2500,2414375.5000,-7183439.0000,-2293615.0000,1234054.8750,1781681.1250,2034758.8750,-4157671.0000,-1311609.6250,-692738.7500,-4917436.0000,-4053462.5000,6900125.5000,260556.2188,-4871180.0000,674731.7500,5430041.5000,1581771.0000,-4359176.0000,5107846.0000,711417.4375,8505255.0000,-5111497.5000,-32928.9102,-7095712.0000,4848388.0000,-2406862.0000,-5950482.0000,-8847584.0000,6027113.5000,-138732.4219,4955786.5000
1.1706,5283830.5000,5078603.5000,4395400.0000,-4784517.0000,-4580353.5000,-2623254.2500,2184159.7500,-1823613.5000,-3016694.2500,425375.7500,-213698.7344,1339326.7500,6316877.0000,3630850.0000,-3060823.5000,-2179304.7500,-5284824.0000,1499361.1250,3374050.5000,-1269075.5000,2965191.7500,-8883207.0000,-2015548.5000,2996560.7500,8950268.0000,-2807745.7500,5195040.5000,3865850.7500,7835343.5000,-1361587.1250,6598133.5000,3282602.2500,-36118.9648,-5329484.5000,-5719735.0000,4300230.0000,-4923816.0000,-1848602.2500,-3781776.0000,2437237.5000,-7163235.0000,-2267563.0000,1242561.7500,1794973.0000,2053367.5000,-4138530.5000,-1286620.7500,-672003.3750,-4897764.0000,-4038043.7500,6912885.5000,278633.1875,-4852571.5000,694403.8125,5451308.5000,1602506.3750,-4335250.5000,5128581.0000,746508.0625,8534497.0000,-5088635.5000,-11130.1953,-7079230.5000,4869655.0000,-2383468.2500,-5922303.5000,-8842268.0000,6043064.0000,-108426.8906,4982902.0000
1.1726,5252461.5000,5040323.0000,4360841.0000,-4823861.0000,-4622355.5000,-2676421.7500,2151196.0000,-1862425.8750,-3056570.0000,384436.7188,-250916.0469,1310084.5000,6281786.5000,3602671.2500,-3089534.0000,-2209078.5000,-5310876.0000,1457890.5000,3335770.0000,-1298849.3750,2934886.2500,-8915107.0000,-2042664.0000,2969976.7500,8915709.0000,-2848153.0000,5151975.0000,3823848.5000,7800253.0000,-1392956.0000,6564106.5000,3253360.2500,-76526.3359,-5364575.5000,-5763864.0000,4258759.5000,-4967945.0000,-1889541.3750,-3827500.2500,2394171.7500,-7201515.5000,-2302121.7500,1200559.2500,1751907.2500,2011365.1250,-4175216.2500,-1325433.1250,-710815.7500,-4946678.0000,-4080578.0000,6872478.5000,243010.9062,-4894042.0000,657186.5000,5413028.0000,1560503.8750,-4374063.0000,5097212.5000,722582.6250,8506850.0000,-5129043.0000,-48879.1875,-7118042.5000,4830311.0000,-2419090.5000,-5957925.5000,-8894372.0000,6003720.0000,-135542.3750,4954191.5000
1.1746,5282767.0000,5071160.0000,4396463.5000,-4795150.5000,-4598962.0000,-2658876.5000,2183096.5000,-1839032.1250,-3018289.2500,415805.5938,-219547.1719,1344111.7500,6313687.0000,3642547.0000,-3054443.2500,-2173988.0000,-5271532.0000,1489259.3750,3362353.7500,-1263758.7500,2973167.0000,-8878953.0000,-2003320.0000,3003472.5000,8952395.0000,-2825291.0000,5180685.5000,3853090.5000,7833217.0000,-1363182.1250,6591753.5000,3298552.5000,-43030.7539,-5328953.0000,-5735153.5000,4291191.5000,-4936044.5000,-1858172.5000,-3796663.0000,2421287.2500,-7166957.0000,-2268626.2500,1231396.5000,1788061.2500,2042202.3750,-4144379.0000,-1288747.5000,-674661.7500,-4920094.0000,-4050272.5000,6902784.0000,275974.8125,-4867458.5000,684301.9375,5438016.5000,1591341.1250,-4341099.0000,5126986.0000,762990.0000,8543536.0000,-5095547.5000,-16978.6309,-7091990.5000,4860616.5000,-2391443.5000,-5927620.0000,-8880548.0000,6024987.0000,-101515.1094,4989282.0000
1.1766,5281704.0000,5066375.0000,4396995.0000,-4800999.0000,-4617570.5000,-2671636.7500,2178843.0000,-1843817.2500,-3023606.2500,416337.2812,-226990.6250,1343580.1250,6312623.5000,3636698.5000,-3043809.7500,-2178241.2500,-5265152.0000,1491386.0000,3360758.7500,-1254720.2500,2973167.0000,-8874168.0000,-1999066.6250,3001345.7500,8952926.0000,-2829012.7500,5175900.5000,3854154.0000,7832685.0000,-1362118.7500,6590158.5000,3309717.7500,-43562.4297,-5339055.0000,-5746850.5000,4288533.0000,-4939766.5000,-1866679.2500,-3807296.5000,2412780.5000,-7168552.0000,-2272879.7500,1228738.1250,1785934.5000,2037948.8750,-4150759.2500,-1297254.3750,-675725.1250,-4927006.0000,-4058779.2500,6891618.5000,273316.4375,-4866926.5000,675795.1250,5434295.0000,1589214.3750,-4345352.5000,5122733.0000,772560.1250,8548853.0000,-5101395.5000,-19105.3340,-7099434.0000,4856895.0000,-2393570.2500,-5927088.5000,-8889587.0000,6022860.0000,-88223.2109,4993004.0000
1.1786,5274792.0000,5053615.0000,4381045.0000,-4820671.0000,-4640964.5000,-2698220.5000,2161297.7500,-1860830.8750,-3038493.0000,399323.6250,-243472.5781,1325503.1250,6293483.0000,3608519.7500,-3043278.2500,-2197913.5000,-5277912.0000,1477030.7500,3342681.7500,-1266948.7500,2955090.0000,-8887460.0000,-2012890.1250,2982737.0000,8938039.0000,-2843368.0000,5156760.0000,3839798.7500,7814076.5000,-1372752.2500,6575271.5000,3277817.2500,-47284.1602,-5356600.0000,-5767585.5000,4274178.0000,-4955716.5000,-1882097.8750,-3822715.0000,2393108.5000,-7178122.0000,-2290956.7500,1216509.6250,1770515.8750,2019871.8750,-4165646.0000,-1319053.0000,-689548.6875,-4941893.0000,-4077919.5000,6874605.0000,261087.8906,-4871180.0000,666224.9375,5418876.5000,1575390.8750,-4359708.0000,5109972.5000,769370.1250,8543004.0000,-5115751.0000,-33460.5859,-7116447.5000,4840944.5000,-2405798.7500,-5937722.0000,-8903410.0000,6006910.0000,-103641.8125,4981838.5000
1.1806,5295527.5000,5072223.5000,4396463.5000,-4816949.0000,-4630331.0000,-2700347.2500,2174058.0000,-1850729.0000,-3020416.0000,418463.9688,-230712.3594,1336668.3750,6300395.0000,3611709.7500,-3020947.7500,-2193128.2500,-5261962.0000,1491386.0000,3353847.0000,-1245681.7500,2959343.2500,-8872573.0000,-1999598.2500,2986990.5000,8954521.0000,-2835924.5000,5170052.0000,3857344.0000,7825241.5000,-1357333.7500,6591222.0000,3276754.0000,-26017.1211,-5336928.0000,-5756952.0000,4294381.5000,-4936576.0000,-1864552.5000,-3808359.7500,2415438.7500,-7158450.0000,-2277664.7500,1227143.1250,1785402.8750,2036353.8750,-4150227.5000,-1302039.3750,-668281.6875,-4921689.5000,-4060906.0000,6893213.5000,285013.3125,-4852039.5000,686428.6250,5439080.0000,1591872.7500,-4341631.0000,5120606.0000,799143.9375,8565335.0000,-5098737.5000,-19637.0098,-7098370.5000,4859021.5000,-2388253.2500,-5918581.5000,-8875763.0000,6032430.5000,-91944.9375,4997789.0000
1.1826,5270007.0000,5052551.5000,4379450.0000,-4849381.5000,-4662763.0000,-2739691.2500,2133650.5000,-1879971.1250,-3050190.0000,388690.1250,-254637.7812,1305299.5000,6269026.0000,3577150.7500,-3046468.2500,-2227155.5000,-5291204.0000,1470650.6250,3330984.7500,-1262695.3750,2933823.0000,-8894904.0000,-2029372.1250,2957216.7500,8932723.0000,-2873673.5000,5154633.5000,3837672.0000,7802379.5000,-1381790.7500,6566764.5000,3253360.2500,-45689.1328,-5361385.5000,-5780346.0000,4267266.0000,-4964223.5000,-1890073.0000,-3836538.7500,2389386.7500,-7186097.0000,-2310628.7500,1198964.2500,1764135.7500,2011896.7500,-4175216.2500,-1326496.5000,-685827.0000,-4952526.5000,-4094933.2500,6854933.0000,253112.7500,-4881282.0000,658781.5000,5410369.5000,1564757.3750,-4368214.5000,5098275.5000,784257.0000,8543536.0000,-5125321.0000,-45689.1328,-7128144.5000,4834564.5000,-2408457.0000,-5934000.5000,-8885333.0000,6022860.0000,-112148.6250,4970142.0000
1.1846,5295527.5000,5084984.0000,4420920.5000,-4829177.5000,-4647344.5000,-2728526.0000,2142689.0000,-1859235.7500,-3026796.2500,418463.9688,-222737.2188,1328161.5000,6298268.5000,3608519.7500,-3023074.5000,-2209078.5000,-5266215.5000,1502551.2500,3360758.7500,-1228668.1250,2958280.0000,-8865661.0000,-2009700.1250,2976357.0000,8961433.0000,-2862508.2500,5186002.0000,3868509.2500,7830558.5000,-1350421.8750,6589626.5000,3276222.2500,-15383.6025,-5326826.5000,-5748445.5000,4300230.0000,-4933918.0000,-1860830.8750,-3807828.2500,2426072.2500,-7154728.5000,-2289893.2500,1223953.0000,1793909.6250,2039012.2500,-4147037.5000,-1295659.2500,-658179.8125,-4924879.5000,-4071539.5000,6876200.0000,278101.5312,-4857356.5000,684301.9375,5439080.0000,1591341.1250,-4344289.0000,5119542.5000,820942.6875,8574373.0000,-5101395.5000,-20700.3613,-7103687.5000,4860085.0000,-2383468.2500,-5909543.0000,-8863003.0000,6044659.0000,-94603.3203,4985028.5000
1.1866,5319453.0000,5115289.5000,4450694.5000,-4808442.5000,-4637774.5000,-2719487.5000,2151196.0000,-1841690.5000,-3006592.5000,444516.0938,-197748.4531,1352618.6250,6322725.5000,3645737.0000,-3006592.5000,-2186748.2500,-5242821.5000,1525413.2500,3393191.0000,-1199426.0000,2979547.0000,-8827912.0000,-1988433.0000,2995497.2500,8984295.0000,-2844431.2500,5211522.5000,3892434.7500,7855547.0000,-1323306.5000,6612489.0000,3297489.2500,12263.5469,-5294394.0000,-5718671.5000,4326814.0000,-4908929.0000,-1836905.3750,-3780712.7500,2454251.2500,-7124954.5000,-2268626.2500,1252131.8750,1818898.3750,2065064.3750,-4119390.2500,-1268543.8750,-642229.5625,-4906802.5000,-4052399.0000,6893213.5000,300431.9062,-4828646.0000,708227.3750,5463005.5000,1614734.8750,-4319832.0000,5141873.0000,853906.5625,8598298.0000,-5078002.0000,4820.0835,-7076040.0000,4887200.5000,-2356884.5000,-5883491.0000,-8850775.0000,6071774.5000,-80779.7422,5008954.0000
1.1886,5291805.5000,5094022.5000,4433680.5000,-4835026.0000,-4672865.0000,-2756704.7500,2112383.5000,-1874122.7500,-3028923.0000,432819.2188,-218483.8125,1327629.8750,6299863.5000,3614899.7500,-3043278.2500,-2218117.0000,-5263025.0000,1505741.2500,3374050.5000,-1215907.8750,2960406.7500,-8829508.0000,-2008105.1250,2963596.7500,8963028.0000,-2874736.7500,5186002.0000,3875952.7500,7838002.0000,-1336598.3750,6589626.5000,3274627.2500,-10066.8428,-5311407.5000,-5743660.5000,4303420.0000,-4930728.0000,-1854982.3750,-3800384.7500,2430325.7500,-7150475.0000,-2296273.5000,1224484.7500,1790719.6250,2043265.6250,-4136404.0000,-1289810.8750,-676256.8125,-4934449.5000,-4080578.0000,6864503.0000,272253.0938,-4849381.5000,690150.3750,5441206.5000,1594531.1250,-4345352.5000,5117416.0000,835829.5625,8575436.0000,-5105117.5000,-21763.7148,-7099434.0000,4859021.5000,-2378683.2500,-5904758.0000,-8871510.0000,6051570.5000,-108958.5703,4973332.0000
1.1906,5298186.0000,5104656.0000,4443782.5000,-4826519.5000,-4670206.5000,-2766275.0000,2097496.5000,-1872527.7500,-3025201.2500,446642.8125,-209445.3281,1334541.6250,6312092.0000,3612773.0000,-3051785.0000,-2216522.0000,-5258240.0000,1516374.7500,3380430.7500,-1201021.0000,2969445.2500,-8809304.0000,-1994813.1250,2965191.7500,8973130.0000,-2873673.5000,5190255.5000,3882332.7500,7845445.5000,-1320648.0000,6598133.5000,3279944.0000,-4750.0835,-5298647.5000,-5732495.0000,4314585.5000,-4917967.5000,-1840627.1250,-3784966.0000,2438832.5000,-7140904.5000,-2292020.0000,1228738.1250,1801353.1250,2052835.8750,-4124175.2500,-1280240.7500,-661901.5625,-4930196.0000,-4076324.5000,6869288.5000,273848.1250,-4840874.5000,693340.4375,5443865.0000,1595594.5000,-4341631.0000,5116884.5000,846994.8125,8581817.0000,-5101395.5000,-18041.9824,-7093054.0000,4863275.0000,-2378683.2500,-5903695.0000,-8863535.0000,6045190.5000,-110021.9219,4960040.0000
1.1926,5313073.0000,5133366.5000,4465581.5000,-4806847.5000,-4659573.0000,-2760426.5000,2109193.5000,-1857109.1250,-3002870.7500,474289.9375,-190304.9844,1353682.0000,6330700.5000,3610646.5000,-3048063.2500,-2203761.7500,-5242821.5000,1532856.7500,3405951.2500,-1171778.7500,2979547.0000,-8778998.0000,-1975141.1250,2980610.5000,8997055.0000,-2853469.7500,5217903.0000,3913701.7500,7863522.5000,-1295659.2500,6623654.0000,3294830.7500,5883.4355,-5273658.5000,-5706443.0000,4330535.5000,-4899359.0000,-1817233.3750,-3762635.7500,2445212.7500,-7132398.0000,-2280323.2500,1242561.7500,1817303.3750,2069317.7500,-4106098.2500,-1256315.2500,-642229.5625,-4920094.0000,-4065691.0000,6882048.5000,284481.6250,-4824392.5000,703973.9375,5456093.5000,1610481.5000,-4328339.0000,5131771.5000,867730.1250,8600957.0000,-5081723.5000,566.6760,-7076040.0000,4878693.5000,-2365391.2500,-5884022.5000,-8841736.0000,6062204.0000,-88754.8828,4979180.5000
1.1946,5285957.5000,5120606.0000,4443251.0000,-4834494.5000,-4686688.5000,-2799239.0000,2086331.3750,-1880502.8750,-3023074.5000,456212.9688,-211040.3594,1329756.5000,6311028.5000,3569707.2500,-3094319.0000,-2231940.7500,-5271532.0000,1509463.0000,3387342.5000,-1185602.3750,2951368.2500,-8787505.0000,-1997471.5000,2951368.2500,8975257.0000,-2873141.7500,5198231.0000,3902536.5000,7850230.5000,-1306292.7500,6612489.0000,3253360.2500,-23890.4180,-5293331.0000,-5730368.5000,4312990.5000,-4916372.5000,-1833715.3750,-3774332.5000,2412780.5000,-7157918.5000,-2312223.7500,1218636.2500,1796036.3750,2050177.5000,-4120453.5000,-1271733.8750,-660838.1875,-4942424.5000,-4088553.0000,6858655.0000,257897.8281,-4846191.5000,683238.6250,5434295.0000,1588682.7500,-4352264.5000,5106782.5000,849653.1875,8579158.0000,-5102459.0000,-20168.6855,-7096244.0000,4854768.0000,-2388253.2500,-5902631.5000,-8861940.0000,6042532.0000,-116402.0312,4953660.0000
1.1966,5301907.5000,5141873.0000,4456543.0000,-4830241.0000,-4676055.0000,-2797643.7500,2091116.5000,-1866679.2500,-3009782.5000,478011.6875,-194026.7188,1343048.5000,6331764.0000,3583531.0000,-3102294.2500,-2218648.7500,-5261430.0000,1527540.0000,3409672.7500,-1167525.3750,2960938.2500,-8759858.0000,-1986306.3750,2962001.7500,8989080.0000,-2864635.0000,5222156.0000,3923803.5000,7869370.5000,-1285025.7500,6629502.5000,3263993.7500,-14320.2510,-5281634.0000,-5717608.0000,4331599.0000,-4896169.0000,-1814575.0000,-3753065.5000,2443086.0000,-7141436.5000,-2302653.5000,1242030.0000,1810923.2500,2067191.1250,-4101845.0000,-1254188.6250,-640102.8750,-4923816.0000,-4072071.0000,6874605.0000,270658.0625,-4833431.0000,695998.8125,5444396.5000,1598252.8750,-4342162.5000,5112631.0000,867198.5000,8590323.0000,-5091825.5000,-4218.4077,-7085610.5000,4864338.5000,-2377619.7500,-5889871.0000,-8846521.0000,6056355.5000,-108958.5703,4962698.5000
1.1986,5316263.0000,5149316.5000,4456543.0000,-4835026.0000,-4671270.0000,-2806682.2500,2080483.0000,-1865615.8750,-3006592.5000,490240.2188,-187646.6094,1355277.0000,6343992.5000,3589379.2500,-3120371.2500,-2218648.7500,-5265683.5000,1533388.5000,3424559.7500,-1158486.8750,2968913.5000,-8746566.0000,-1986838.0000,2956153.2500,8994929.0000,-2861976.7500,5232789.5000,3940285.5000,7874687.5000,-1274392.2500,6642262.5000,3266120.2500,-16978.6309,-5291204.0000,-5714950.0000,4340106.0000,-4888725.5000,-1807663.2500,-3746153.7500,2455846.2500,-7145158.0000,-2305843.5000,1246815.1250,1812518.3750,2073039.5000,-4093869.7500,-1249403.5000,-649141.3125,-4923284.5000,-4072602.7500,6873541.5000,263746.2812,-4833431.0000,697062.1875,5446523.5000,1595594.5000,-4349606.0000,5103592.5000,865071.7500,8583412.0000,-5098737.5000,-15383.6025,-7087737.0000,4857958.0000,-2378151.5000,-5888276.0000,-8851838.0000,6068052.5000,-100983.4297,4961635.0000
1.2006,5333808.0000,5165798.5000,4467708.0000,-4819076.0000,-4660636.5000,-2801897.2500,2093243.2500,-1852324.0000,-2990110.5000,510443.9062,-172759.6875,1374949.0000,6363664.5000,3595227.7500,-3128346.2500,-2209610.2500,-5253455.0000,1554655.5000,3443168.5000,-1135624.8750,2985395.5000,-8739123.0000,-1990028.1250,2969445.2500,9010879.0000,-2846558.0000,5257778.5000,3960489.2500,7886916.0000,-1253125.2500,6652896.0000,3276222.2500,-8471.8154,-5288014.0000,-5698468.0000,4354992.5000,-4874370.0000,-1787991.2500,-3733393.5000,2474454.7500,-7125486.0000,-2296273.5000,1265955.3750,1824746.8750,2090053.1250,-4073666.2500,-1230263.1250,-640634.5000,-4909992.5000,-4054525.7500,6888428.5000,274379.7812,-4823329.0000,706632.3125,5460347.0000,1607823.1250,-4341631.0000,5110504.0000,882617.0625,8600425.0000,-5085977.0000,-496.6760,-7072850.0000,4866465.0000,-2365923.0000,-5873921.0000,-8860876.0000,6087724.5000,-81843.0938,4979180.5000
1.2026,5341783.5000,5177495.5000,4477278.0000,-4811632.5000,-4657978.0000,-2798175.5000,2094306.6250,-1847538.8750,-2977350.2500,521609.0938,-166379.5781,1380265.7500,6375361.5000,3603203.0000,-3135789.7500,-2203230.2500,-5250796.5000,1567415.7500,3459650.5000,-1115421.1250,2997624.0000,-8732742.0000,-1997471.5000,2981142.0000,9020981.0000,-2833797.7500,5272665.5000,3973781.0000,7891701.0000,-1244618.3750,6663529.5000,3291640.7500,-6345.1113,-5294926.0000,-5694214.5000,4366158.0000,-4862141.5000,-1781079.3750,-3727013.5000,2481898.2500,-7111662.5000,-2292551.7500,1279247.3750,1832722.0000,2100155.0000,-4064096.0000,-1229731.5000,-642229.5625,-4902549.0000,-4045487.2500,6898530.5000,275443.1562,-4821734.0000,710885.7500,5466727.0000,1608886.3750,-4340036.0000,5110504.0000,888465.5000,8607869.0000,-5080128.5000,5883.4355,-7066470.0000,4870186.5000,-2362733.0000,-5867009.0000,-8871510.0000,6096763.0000,-69082.8750,4996725.5000
1.2046,5325833.0000,5155165.0000,4458138.0000,-4839811.0000,-4676586.5000,-2821037.5000,2069849.5000,-1869869.3750,-2990642.2500,510443.9062,-182329.8438,1358467.0000,6358347.5000,3573960.7500,-3176197.2500,-2230345.5000,-5276317.0000,1551997.1250,3447953.5000,-1122332.8750,2977952.0000,-8758263.0000,-2037878.8750,2952963.2500,9000245.0000,-2850279.7500,5260968.5000,3963147.5000,7857142.0000,-1270138.8750,6640136.0000,3282070.7500,-31865.5566,-5331611.5000,-5716013.0000,4351271.0000,-4878092.0000,-1800751.5000,-3742963.7500,2453719.5000,-7137714.5000,-2315413.7500,1260638.6250,1816771.7500,2082078.0000,-4074729.5000,-1251530.1250,-669876.6875,-4920626.0000,-4057184.2500,6886302.0000,258429.5156,-4842469.5000,690682.0625,5447055.0000,1590809.5000,-4361834.5000,5087110.5000,873046.9375,8590855.0000,-5096610.5000,-12725.2227,-7085610.5000,4846261.5000,-2381873.2500,-5887744.5000,-8887460.0000,6083471.0000,-88754.8828,4976522.0000
1.2066,5327959.5000,5153038.5000,4452289.5000,-4849381.5000,-4679245.0000,-2827417.7500,2057089.2500,-1879971.1250,-2986920.5000,510975.5938,-185519.9062,1348365.2500,6356221.0000,3555352.0000,-3196400.7500,-2243637.5000,-5286950.5000,1558908.8750,3452207.0000,-1118079.5000,2973167.0000,-8774745.0000,-2063931.0000,2934354.5000,9002904.0000,-2844963.0000,5259905.0000,3966869.2500,7835875.0000,-1278645.6250,6630566.0000,3271968.7500,-43030.7539,-5347561.5000,-5714950.0000,4353929.5000,-4880218.5000,-1803941.5000,-3749875.5000,2436174.2500,-7141436.5000,-2322325.5000,1244156.7500,1815708.3750,2082609.7500,-4074197.7500,-1263758.7500,-681041.8750,-4924879.5000,-4055589.2500,6893213.5000,255771.1250,-4844064.5000,694935.4375,5452903.5000,1589746.1250,-4365556.0000,5083920.5000,877832.0000,8590323.0000,-5097674.0000,-11130.1953,-7084015.5000,4842008.0000,-2388785.0000,-5889871.0000,-8889587.0000,6070711.0000,-87691.5312,4973332.0000
1.2086,5337530.0000,5165267.0000,4458138.0000,-4843001.0000,-4672333.0000,-2823164.2500,2061342.6250,-1877844.5000,-2967780.2500,524267.5000,-175418.0625,1359530.3750,6357816.0000,3545250.2500,-3209161.0000,-2243637.5000,-5281634.0000,1579112.6250,3470284.0000,-1110104.3750,2988053.7500,-8783252.0000,-2079881.3750,2927974.5000,9014601.0000,-2833266.2500,5274792.0000,3978566.2500,7826305.0000,-1275987.2500,6636414.0000,3261335.2500,-43030.7539,-5357132.0000,-5704848.0000,4365094.5000,-4874370.0000,-1798093.1250,-3750407.2500,2440427.5000,-7136119.5000,-2318603.7500,1236713.2500,1823683.5000,2087926.5000,-4068881.0000,-1262163.7500,-675193.4375,-4920094.0000,-4043360.5000,6907569.0000,266936.3125,-4832367.5000,706100.6875,5459283.5000,1596126.2500,-4360771.0000,5084984.0000,882617.0625,8594045.0000,-5091825.5000,-7408.4634,-7073913.5000,4848388.0000,-2387721.7500,-5887213.0000,-8877358.0000,6080281.0000,-79184.7188,4987687.0000
1.2106,5330618.0000,5155165.0000,4443782.5000,-4857888.0000,-4685093.5000,-2831671.0000,2052304.1250,-1889009.6250,-2967780.2500,513102.2812,-183393.2031,1346238.5000,6346119.0000,3509628.0000,-3237339.7500,-2260651.2500,-5293862.5000,1581771.0000,3467093.7500,-1114357.7500,2984332.0000,-8811431.0000,-2109655.2500,2913087.5000,9004499.0000,-2834329.5000,5274260.5000,3974844.5000,7803443.0000,-1288215.8750,6631097.5000,3240068.2500,-58449.3555,-5380525.5000,-5710164.5000,4359778.0000,-4882345.5000,-1811916.6250,-3766357.5000,2430857.5000,-7149943.0000,-2330300.7500,1214382.8750,1817303.3750,2082078.0000,-4076856.2500,-1277582.2500,-682636.9375,-4931791.0000,-4051867.5000,6900657.0000,255771.1250,-4839811.0000,699188.8750,5450777.0000,1584961.0000,-4374063.0000,5073287.0000,876236.9375,8585007.0000,-5101395.5000,-16446.9551,-7077103.5000,4836159.5000,-2398887.0000,-5895188.0000,-8875232.0000,6095168.0000,-72804.6016,4995662.0000
1.2126,5319453.0000,5152506.5000,4433680.5000,-4872243.5000,-4699448.5000,-2841773.0000,2043797.3750,-1906555.0000,-2964058.5000,487581.8438,-196685.0938,1336136.6250,6329105.5000,3478259.0000,-3260733.5000,-2277664.7500,-5307686.0000,1581239.2500,3455928.7500,-1117016.1250,2977952.0000,-8845989.0000,-2134644.0000,2892352.2500,8993865.0000,-2841773.0000,5265753.5000,3963679.2500,7776859.0000,-1303102.7500,6620995.5000,3223054.5000,-79184.7188,-5397539.0000,-5714950.0000,4353929.5000,-4891383.5000,-1826271.8750,-3781244.2500,2421819.0000,-7162171.5000,-2341997.5000,1201091.0000,1810391.6250,2076761.2500,-4086426.2500,-1291405.8750,-694333.8125,-4944551.5000,-4063564.2500,6888428.5000,248859.3438,-4852571.5000,685897.0000,5440143.5000,1575390.8750,-4385228.0000,5058931.5000,866135.1250,8573841.0000,-5113092.5000,-26548.7969,-7087205.5000,4824994.0000,-2407393.7500,-5904758.0000,-8886397.0000,6099953.0000,-71741.2500,4994067.0000
